Species,Country.of.Origin,Region,Farm.Name,Owner,Company,Certification.Body,unit_of_measurement,Altitude,altitude_high_meters,altitude_low_meters,altitude_mean_meters,Number.of.Bags,Bag.Weight,Harvest.Year,Grading.Date,Expiration,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Category.Two.Defects,Quakers,Color
Arabica,Colombia,santander,various,exportadora de cafe condor s.a,exportadora de cafe condor s.a,Almacafé,m,1550 msnm,1550,1550,1550,275,70 kg,2015,"April 8th, 2015","April 7th, 2016",Caturra,Washed / Wet,8.17,7.92,7.83,8,7.58,7.83,10,10,10,7.92,85.25,0.11,0,0,0,Green
Arabica,Colombia,santander,NA,compañia colombiana agroindustrial s.a,ecom cca sa,Almacafé,m,1550,1550,1550,1550,250,70 kg,2014,"January 17th, 2014","January 17th, 2015",Caturra,Natural / Dry,7.58,8.08,7.92,7.83,8,7.92,10,10,10,7.92,85.25,0.12,0,2,0,Green
Arabica,Indonesia,lintong,NA,"nomura trading co., ltd.","nomura trading co., ltd.",Specialty Coffee Association,m,1250-1400 meter,1400,1250,1325,54,60 kg,2012,"November 26th, 2012","November 26th, 2013",Sumatra Lintong,Semi-washed / Semi-pulped,7.75,7.83,7.67,8,8.08,7.83,10,10,10,8,85.17,0.11,0,3,0,Green
Arabica,Guatemala,huehuetenango,coop. hoja blanca - fedecocagua,the coffee source inc.,the coffee source inc.,Specialty Coffee Association,m,1400 msm,1400,1400,1400,250,1 kg,2012,"January 18th, 2012","January 17th, 2013",Caturra,Washed / Wet,8.25,8,7.67,7.92,7.75,7.67,10,10,10,7.92,85.17,0,0,7,0,NA
Arabica,Ethiopia,"kefa zone, gimbo distict, at a place called woka araba, south west ethiopia.",seid damtew coffee planation,seid damtew coffee planataion,seid damtew coffee planation,METAD Agricultural Development plc,m,NA,NA,NA,NA,320,19200 kg,2016,"August 9th, 2016","August 9th, 2017",Other,Natural / Dry,7.75,8,7.58,8,8,7.92,10,10,10,7.83,85.08,0.11,0,8,1,Green
Arabica,Colombia,pasto,NA,carcafe ltda ci,carcafe ltda,Almacafé,m,2.560 msnm,2560,2560,2560,250,70 kg,2015,"August 18th, 2015","August 17th, 2016",Caturra,Natural / Dry,8.17,7.83,7.58,8.08,8,7.75,10,10,10,7.67,85.08,0,0,0,0,NA
Arabica,Ethiopia,aricha,aricha coop,steven kil,the specialty coffee appraisers institute of asia,Specialty Coffee Association,m,1700,1700,1700,1700,100,60 kg,2014,"October 7th, 2014","October 7th, 2015",NA,Natural / Dry,8.42,8,7.42,8,7.92,7.92,9.33,10,10,8.08,85.08,0.1,2,7,0,Green
Arabica,United States (Hawaii),kona,NA,eileen koyanagi,kona pacific farmers cooperative,Specialty Coffee Association,ft,NA,NA,NA,NA,12,100 lbs,2014,"March 10th, 2014","March 10th, 2015",Hawaiian Kona,Natural / Dry,7.58,7.83,7.83,7.92,7.83,8.17,10,10,10,7.92,85.08,0.11,2,2,0,Bluish-Green
Arabica,Colombia,cundinamarca,NA,carcafe ltda ci,carcafe ltda,Almacafé,m,2136 msnm,2136,2136,2136,250,70 kg,2012,"March 16th, 2012","March 16th, 2013",Caturra,Natural / Dry,7.83,8,7.75,7.75,7.83,7.83,10,10,10,8.08,85.08,0.11,0,8,0,Green
Arabica,United States (Hawaii),kona,NA,kona pacific farmers cooperative,NA,Specialty Coffee Association,ft,NA,NA,NA,NA,13,100 lbs,2010-2011,"December 27th, 2010","December 27th, 2011",NA,NA,8.08,8.17,7.92,8,8.08,8,9.33,9.33,10,8.17,85.08,0.01,1,7,0,NA
Arabica,Ethiopia,sidamo,NA,ethiopia commodity exchange,NA,Ethiopia Commodity Exchange,m,NA,NA,NA,NA,360,6,2010,"June 17th, 2010","June 17th, 2011",NA,NA,7.67,8,7.83,8,7.92,7.83,10,10,10,7.83,85.08,0,0,5,0,NA
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,kona pacific farmers cooperative,NA,Specialty Coffee Association,ft,NA,NA,NA,NA,27,0 lbs,NA,"May 17th, 2010","May 17th, 2011",NA,NA,7.5,7.92,8.25,7.83,7.92,7.75,10,10,10,7.92,85.08,0,0,0,0,NA
Arabica,Uganda,eastern uganda,mount elgon area,kyagalanyi coffee ltd,kyagalanyi coffee ltd,Uganda Coffee Development Authority,m,1800,1800,1800,1800,200,60 kg,2016,"July 24th, 2017","July 24th, 2018",SL14,Washed / Wet,8.17,7.92,7.75,7.75,7.67,7.75,10,10,10,8,85,0.11,0,1,0,Green
Arabica,Colombia,huila,NA,racafe & cia s.c.a,racafe & cia s.c.a,Almacafé,m,NA,NA,NA,NA,135,70 kg,2016,"February 15th, 2017","February 15th, 2018",Caturra,Washed / Wet,8,7.92,7.75,7.92,7.75,7.83,10,10,10,7.83,85,0,0,3,0,Green
Arabica,Costa Rica,tarrazu,estate la patricia,troy quimby,bold coast coffee,Specialty Coffee Association,m,1900,1900,1900,1900,36,46 kg,2016,"January 30th, 2017","January 30th, 2018",Catuai,Washed / Wet,7.83,8,7.58,7.92,7.92,7.83,10,10,10,7.92,85,0.12,1,1,1,Green
Arabica,Mexico,veracruz,various,"el equimite, cafetal biodinámico","cafetal el equimite, rancho agroecológico, s.p.r. de r.l.",Centro Agroecológico del Café A.C.,m,1300,1300,1300,1300,1,30 kg,2015,"September 21st, 2016","September 21st, 2017",Typica,Washed / Wet,7.83,8,7.83,7.75,7.67,7.83,10,10,10,8.08,85,0.09,0,3,0,Green
Arabica,Kenya,NA,NA,simon mahinda,c dorman ltd,Kenya Coffee Traders Association,m,-1,1,1,1,170,60 kg,2015,"May 7th, 2016","May 7th, 2017",NA,Washed / Wet,8.17,7.83,7.92,7.75,7.67,7.83,10,10,10,7.83,85,0.11,0,7,5,Green
Arabica,Kenya,central kenya,machure estate,rashid moledina & co. (msa) ltd.,rashid moledina & co. (msa) ltd,Kenya Coffee Traders Association,m,1580,1580,1580,1580,38,60 kg,2012,"April 19th, 2013","April 19th, 2014",SL34,Washed / Wet,7.75,7.83,7.75,8.08,8,7.75,10,10,10,7.83,85,0,0,5,0,Green
Arabica,Brazil,grama valley,sitío são geraldo,nucoffee,nucoffee,NUCOFFEE,m,1100m,1100,1100,1100,31,60 kg,2012,"February 29th, 2012","February 28th, 2013",Mundo Novo,Natural / Dry,8,8,7.83,7.83,7.67,7.67,10,10,10,8,85,0.12,0,3,0,Green
Arabica,Mexico,mexico,kassandra,young kim,NA,Specialty Coffee Association,m,1400 masl,1400,1400,1400,1,1 kg,2010-2011,"April 6th, 2011","April 5th, 2012",Pacamara,NA,7.92,8.17,7.75,8.08,7.42,7.83,10,10,10,7.83,85,0,0,0,0,NA
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,kona pacific farmers cooperative,NA,Specialty Coffee Association,ft,NA,NA,NA,NA,15,100 lbs,NA,"February 24th, 2011","February 24th, 2012",NA,NA,7.75,7.92,7.75,7.75,8,8,10,10,10,7.83,85,0,0,1,0,NA
Arabica,Guatemala,"chuva, san marcos",la igualdad,carl walker,NA,Specialty Coffee Association,ft,3500-5200 feet,1584.96,1066.8,1325.88,275,69 kg,2009/2010,"September 7th, 2010","September 7th, 2011",NA,NA,7.83,8.08,7.67,8,7.75,7.67,10,10,10,8,85,0.04,0,1,0,NA
Arabica,Colombia,huila,NA,racafe & cia s.c.a,racafe & cia s.c.a,Almacafé,m,NA,NA,NA,NA,243,70 kg,2016,"November 25th, 2016","November 25th, 2017",Caturra,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,10,10,10,7.83,84.92,0,1,2,6,NA
Arabica,Colombia,huila,NA,racafe & cia s.c.a,racafe & cia s.c.a,Almacafé,m,de 1600 a 1950 msnm,1950,1600,1775,252,70 kg,2015,"October 26th, 2015","October 25th, 2016",Caturra,Washed / Wet,7.92,7.83,7.75,7.83,7.75,8,10,10,10,7.83,84.92,0.12,0,1,0,Green
Arabica,Taiwan,natou county,baishengcun coffee 百勝村咖啡莊園,"lin, che-hao krude 林哲豪",taiwan coffee laboratory,Specialty Coffee Association,m,800 m,800,800,800,20,40 kg,2015,"June 9th, 2015","June 8th, 2016",Typica,Semi-washed / Semi-pulped,7.67,7.83,8,7.58,8,7.92,10,10,10,7.92,84.92,0.11,0,0,0,Green
Arabica,"Tanzania, United Republic Of",mbeya,hasambo amcos,taylor winch (t) ltd,taylor winch (t) ltd,Africa Fine Coffee Association,m,1620m,1620,1620,1620,134,60 kg,2014,"December 12th, 2014","December 12th, 2015",Other,Washed / Wet,8,7.83,7.83,7.92,7.75,7.75,10,10,10,7.83,84.92,0.12,0,2,0,Green
Arabica,Colombia,huila,NA,racafe & cia s.c.a,racafe & cia s.c.a,Almacafé,m,de 1600 a 1950 msnm,1950,1600,1775,50,70 kg,2012,"December 11th, 2012","December 11th, 2013",Caturra,Washed / Wet,7.75,7.92,7.83,7.75,7.75,8,10,10,10,7.92,84.92,0.11,0,3,0,Green
Arabica,Mexico,coatepec,el suspiro,artemio zapata tejeda,NA,AMECAFE,m,1200,1200,1200,1200,25,1 kg,2012,"July 11th, 2012","July 11th, 2013",Typica,Semi-washed / Semi-pulped,7.75,8,7.75,7.83,7.5,7.92,10,10,10,8.17,84.92,0.11,0,0,0,NA
Arabica,Brazil,south of minas,fazenda grota funda,nucoffee,nucoffee,NUCOFFEE,m,1200m,1200,1200,1200,4,60 kg,2011,"December 23rd, 2011","December 22nd, 2012",Bourbon,Natural / Dry,8,7.92,7.75,7.75,8,7.75,10,10,10,7.75,84.92,0.11,0,2,0,Green
Arabica,Brazil,south of minas,sitio claro,nucoffee,nucoffee,NUCOFFEE,m,1000 m,1000,1000,1000,10,60 kg,2011,"December 3rd, 2011","December 2nd, 2012",Catuai,Natural / Dry,8,8,7.75,8,7.5,7.75,10,10,10,7.92,84.92,0.12,0,2,0,Green
Arabica,Kenya,NA,NA,brian speckman,NA,Specialty Coffee Association,m,NA,NA,NA,NA,320,60 kg,2009-2010,"August 26th, 2010","August 26th, 2011",NA,NA,8,7.67,7.83,8.17,7.92,7.75,10,10,10,7.58,84.92,0.06,1,9,0,NA
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",shi fang yuan 十方源,"lin, che-hao krude 林哲豪",taiwan coffee laboratory,Specialty Coffee Association,m,350,350,350,350,10,20 kg,2016,"May 18th, 2016","May 18th, 2017",Typica,Natural / Dry,7.92,7.58,7.83,7.83,7.83,7.83,10,10,10,8,84.83,0,0,0,0,Green
Arabica,Uganda,eastern,mt.elgon bugisu shamba 2,kawacom uganda ltd,kawacom uganda ltd,Uganda Coffee Development Authority,m,1400-1900,1900,1400,1650,1,60 kg,2013,"June 30th, 2014","June 30th, 2015",SL14,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10,10,10,7.83,84.83,0.12,0,1,0,Green
Arabica,United States (Hawaii),kona,NA,kona pacific farmers cooperative,kona pacific farmers cooperative,Specialty Coffee Association,ft,NA,NA,NA,NA,14,100 lbs,2012,"April 6th, 2012","April 6th, 2013",Hawaiian Kona,Natural / Dry,7.67,7.75,7.75,7.75,7.83,8,10,10,10,8.08,84.83,0,3,15,0,NA
Arabica,Ethiopia,sidamo,contact | sidacoop@ethionet.net,ethiopia commodity exchange,NA,Ethiopia Commodity Exchange,m,1500-2000 m,2000,1500,1750,300,6,2009/2010,"June 17th, 2010","June 17th, 2011",NA,NA,7.75,7.92,7.83,7.92,7.75,7.67,10,10,10,8,84.83,0.1,0,2,0,NA
Arabica,Ethiopia,sidamo,contact | sidacoop@ethionet.net,philip schluter,NA,Ethiopia Commodity Exchange,m,1500-2000 m,2000,1500,1750,300,6,2009/2010,"June 17th, 2010","June 17th, 2011",NA,NA,7.42,7.92,7.92,8,7.83,7.83,10,10,10,7.92,84.83,0.1,0,4,0,NA
Arabica,Thailand,thailand,matsuzawa coffee,松澤宏樹 koju matsuzawa,matsuzawa coffee,Specialty Coffee Institute of Asia,m,NA,NA,NA,NA,50,50 kg,2015,"June 27th, 2016","June 27th, 2017",Caturra,Pulped natural / honey,7.75,7.75,7.75,7.75,8,7.75,10,10,10,8,84.75,0.12,0,0,0,Green
Arabica,Kenya,nyeri,karatina,lydiah mwangi,c dorman ltd,Kenya Coffee Traders Association,m,1800,1800,1800,1800,150,60 kg,2014,"June 2nd, 2015","June 1st, 2016",SL34,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10,10,10,7.92,84.75,0.13,0,0,0,Green
Arabica,Honduras,marcala,cerro bueno,cadexsa,cadexsa,Instituto Hondureño del Café,m,1450 msnm,1450,1450,1450,275,1 kg,2014,"April 25th, 2014","April 25th, 2015",Catuai,Washed / Wet,7.83,7.75,8,7.67,7.67,7.67,10,10,10,8.17,84.75,0.11,0,4,0,Green
Arabica,El Salvador,santa ana,several,the coffee source inc.,NA,Specialty Coffee Association,m,1200 mts,1200,1200,1200,250,69 kg,2010-2011,"August 23rd, 2011","August 22nd, 2012",NA,NA,7.75,8,8,8.33,7.67,7.92,10,10,9.33,7.75,84.75,0.15,0,3,0,NA
Arabica,Nicaragua,jinotega,santa martha,grounds for health admin,NA,Specialty Coffee Association,m,800-1050m,1050,800,925,2,6,2009 - 2010,"May 31st, 2010","May 31st, 2011",NA,NA,7.83,7.58,7.58,7.83,7.75,7.67,10,10,10,8.5,84.75,0.18,0,2,0,NA
Arabica,El Salvador,apaneca,monterrey,consejo salvadoreño del café,cafetalera del pacifico,Salvadoran Coffee Council,m,1350,1350,1350,1350,150,69 kg,2016,"June 26th, 2017","June 26th, 2018",Bourbon,Washed / Wet,7.83,7.83,7.5,8,7.83,7.67,10,10,10,8,84.67,0,0,2,0,Blue-Green
Arabica,Indonesia,"temanggung, indonesia",sran temanggung plantation,sanjava coffee,pt. shriya artha nusantara,Specialty Coffee Association of Indonesia,m,1200,1200,1200,1200,2,1 kg,2016,"November 24th, 2016","November 24th, 2017",Java,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10,10,10,7.92,84.67,0.12,0,7,0,Green
Arabica,Japan,ada okinawa japan,ada farm,松澤宏樹 koju matsuzawa,matsuzawa coffee,Specialty Coffee Institute of Asia,m,170,170,170,170,20,1 kg,NA,"November 2nd, 2016","November 2nd, 2017",Mundo Novo,Pulped natural / honey,7.75,7.75,7.75,7.42,8.08,7.83,10,10,10,8.08,84.67,0.12,0,0,0,Green
Arabica,Costa Rica,tarrazu,rio jorco,rodrigo soto,panamerican coffee trading,Specialty Coffee Association of Costa Rica,m,1150,1150,1150,1150,15,69 kg,2015,"October 4th, 2016","October 4th, 2017",Catuai,Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,10,10,10,7.92,84.67,0.1,0,2,0,Blue-Green
Arabica,Guatemala,acatenango,san diego buena vista,juan luis alvarado romero,"waelti schoenfeld exportadores de cafe, s.a.",Asociacion Nacional Del Café,m,1600,1600,1600,1600,120,34 kg,2015,"June 1st, 2016","June 1st, 2017",Bourbon,Washed / Wet,7.75,7.83,7.58,8,7.92,7.75,10,10,10,7.83,84.67,0.1,0,1,0,Green
Arabica,Costa Rica,tarrazu,coopetarrazú,fabian calderon mora,coopetarrazú.r.l,Specialty Coffee Association of Costa Rica,m,1750,1750,1750,1750,50,1 lbs,2014,"July 6th, 2015","July 5th, 2016",Caturra,Washed / Wet,8.17,8,7.83,7.17,7.83,7.75,10,10,10,7.92,84.67,0.12,0,0,0,Green
Arabica,Ethiopia,yirgacheffe,moplaco,essencecoffee,essence coffee,Blossom Valley International,m,1900m,1900,1900,1900,250,30 kg,2014,"May 23rd, 2015","May 22nd, 2016",Ethiopian Yirgacheffe,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10,10,10,7.92,84.67,0.1,0,3,0,NA
Arabica,Costa Rica,costa rica,finca salaca las brisas,essencecoffee,essence coffee,Blossom Valley International,m,1750m,1750,1750,1750,20,69 kg,2014,"May 23rd, 2015","May 22nd, 2016",Other,Other,7.67,7.58,7.75,7.75,7.67,8.58,10,10,10,7.67,84.67,0.08,0,1,0,Green
Arabica,Costa Rica,west valley,various,eric thormaehlen,coricafe s.a.,Specialty Coffee Association of Costa Rica,m,1200,1200,1200,1200,275,1 kg,2014,"March 5th, 2014","March 5th, 2015",Catuai,Washed / Wet,8,7.58,7.83,7.75,7.75,7.75,10,10,10,8,84.67,0.11,0,4,0,Green
Arabica,Costa Rica,NA,NA,rob tuttle,thrive farmers,Specialty Coffee Association,m,NA,NA,NA,NA,1,2 kg,2012,"January 3rd, 2014","January 3rd, 2015",NA,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8,10,10,9.33,7.92,84.67,0,1,10,0,Green
Arabica,Taiwan,taichung xinshe 台中市新社區,dragon 龍咖啡,cqi taiwan icp cqi台灣合作夥伴,blossom valley宸嶧國際,Blossom Valley International,m,1000 m,1000,1000,1000,10,30 kg,2013/2014,"December 26th, 2013","December 26th, 2014",Typica,Washed / Wet,8,7.92,7.75,7.75,7.75,7.75,10,10,10,7.75,84.67,0.11,0,0,0,Green
Arabica,Colombia,santander,NA,compañia colombiana agroindustrial s.a,ecom cca sa,Almacafé,m,1550,1550,1550,1550,250,70 kg,2013,"December 20th, 2013","December 20th, 2014",Caturra,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10,10,10,7.92,84.67,0,0,0,0,Green
Arabica,Kenya,nyeri,NA,dream together,dream together inc.,Specialty Coffee Institute of Asia,m,2000,2000,2000,2000,235,60 kg,2012,"September 16th, 2012","September 16th, 2013",SL28,Washed / Wet,7.75,7.92,7.83,8,7.58,7.75,10,10,10,7.83,84.67,0.11,0,0,0,Bluish-Green
Arabica,Guatemala,oriente,agropecuaria quiagral,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,ft,4300,1310.64,1310.64,1310.64,250,1 kg,2012,"July 17th, 2012","July 17th, 2013",Bourbon,Washed / Wet,8,7.83,7.67,7.83,7.67,8,10,10,10,7.67,84.67,0.11,0,4,0,Green
Arabica,Guatemala,acatenango,valparaiso,juan luis alvarado romero,sertrasa,Asociacion Nacional Del Café,ft,5000,1524,1524,1524,125,1 kg,2012,"July 3rd, 2012","July 3rd, 2013",Bourbon,Washed / Wet,7.67,7.83,7.67,8,7.67,7.83,10,10,10,8,84.67,0.12,0,4,0,Green
Arabica,Mexico,el remudadero,"el nogal, la higuera, los laureles",organizaciones de productores de cafe colimense,organizaciones de productores de cafe colimense sa de cv,AMECAFE,m,1200,1200,1200,1200,80,1 kg,2012,"July 2nd, 2012","July 2nd, 2013",Typica,Washed / Wet,7.83,7.58,7.67,7.92,7.92,7.83,10,10,10,7.92,84.67,0.13,0,3,0,NA
Arabica,Uganda,mbale,NA,afca,ugacof ltd,Africa Fine Coffee Association,m,1700-1850m,1850,1700,1775,320,60 kg,2012,"February 13th, 2012","February 12th, 2013",Other,Washed / Wet,7.92,7.83,7.75,7.92,7.67,7.75,10,10,10,7.83,84.67,0.11,0,3,0,Blue-Green
Arabica,Peru,"penachi, cecanor",NA,benjamin schmerler,NA,Specialty Coffee Association,m,NA,NA,NA,NA,1,60 kg,NA,"June 14th, 2011","June 13th, 2012",NA,NA,7.67,7.83,7.75,7.75,7.92,7.83,10,10,10,7.92,84.67,0,0,3,0,NA
Arabica,Ethiopia,sidamo,contact | sidacoop@ethionet.net,ethiopia commodity exchange,NA,Ethiopia Commodity Exchange,m,1500-2000 m,2000,1500,1750,300,6,2009/2010,"June 17th, 2010","June 17th, 2011",NA,NA,7.42,7.75,7.75,8,8,7.92,10,10,10,7.83,84.67,0.2,0,3,0,NA
Arabica,Kenya,nyeri,jungle estate,jungle estate,keremara limited,Kenya Coffee Traders Association,m,1754,1754,1754,1754,66,60 kg,NA,"January 11th, 2018","January 11th, 2019",SL34,Washed / Wet,7.92,7.75,7.83,7.75,7.58,7.92,10,10,10,7.83,84.58,0.11,0,5,0,Blue-Green
Arabica,Colombia,santander,NA,racafe & cia s.c.a,racafe & cia s.c.a,Almacafé,m,1500,1500,1500,1500,250,70 kg,2016,"January 10th, 2017","January 10th, 2018",Other,Washed / Wet,7.83,7.67,7.58,7.92,7.67,7.83,10,10,10,8.08,84.58,0,0,4,0,Blue-Green
Arabica,Colombia,huila,NA,racafe & cia s.c.a,racafe & cia s.c.a,Almacafé,m,NA,NA,NA,NA,125,70 kg,2016,"December 28th, 2016","December 28th, 2017",Caturra,Washed / Wet,7.92,7.83,7.58,8,7.83,7.67,10,10,10,7.75,84.58,0,0,5,1,Green
Arabica,Kenya,nyeri,blend,daniel magu,c dorman ltd,Kenya Coffee Traders Association,m,1800,1800,1800,1800,100,60 kg,2013,"July 21st, 2014","July 21st, 2015",Peaberry,Washed / Wet,7.83,7.83,7.83,7.75,7.58,7.83,10,10,10,7.92,84.58,0.1,0,2,0,Bluish-Green
Arabica,Guatemala,jalapa,el morito,juan luis alvarado romero,"armajaro guatemala, s. a.",Asociacion Nacional Del Café,ft,5000 ft.,1524,1524,1524,250,69 kg,2014,"May 29th, 2014","May 29th, 2015",Pacas,Washed / Wet,7.75,7.83,7.67,7.92,7.75,7.83,10,10,10,7.83,84.58,0.11,0,1,0,Green
Arabica,Guatemala,oriente,el papaturro,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,ft,4000 psn,1219.2,1219.2,1219.2,250,69 kg,2014,"March 24th, 2014","March 24th, 2015",Bourbon,Washed / Wet,8,7.92,7.67,7.58,7.58,7.67,10,10,10,8.17,84.58,0.09,0,0,0,Green
Arabica,Colombia,santander,NA,compañia colombiana agroindustrial s.a,ecom cca sa,Almacafé,m,1550,1550,1550,1550,250,70 kg,2013,"December 20th, 2013","December 20th, 2014",Caturra,Washed / Wet,7.67,7.67,7.58,7.75,7.58,8.5,10,10,10,7.83,84.58,0,0,0,0,NA
Arabica,Colombia,huila,NA,racafe & cia s.c.a,racafe & cia s.c.a,Almacafé,m,1600 a 1900 msnm,1900,1600,1750,75,70 kg,2013,"December 6th, 2013","December 6th, 2014",Caturra,Washed / Wet,7.75,7.75,7.83,7.75,7.58,8,10,10,10,7.92,84.58,0,0,5,0,NA
Arabica,Kenya,NA,NA,taylor winch (coffee) ltd.,taylor winch (coffee) ltd,Kenya Coffee Traders Association,m,NA,NA,NA,NA,11,660 kg,2013,"August 30th, 2013","August 30th, 2014",SL28,Washed / Wet,7.75,7.75,7.75,8.08,7.75,7.75,10,10,10,7.75,84.58,0,0,0,0,Green
Arabica,Colombia,huila,NA,exportadora de cafe condor s.a,exportadora de cafe condor s.a,Almacafé,m,1750 msnm,1750,1750,1750,250,70 kg,2012,"July 17th, 2013","July 17th, 2014",Caturra,Washed / Wet,7.67,7.83,7.83,8,7.58,7.92,10,10,10,7.75,84.58,0,0,2,0,Green
Arabica,Costa Rica,tres rios,la chaparral,lusso lab,lusso coffee lab,Specialty Coffee Association,m,1450 ~ 1700 m,1700,1450,1575,1,1 kg,2012,"March 12th, 2013","March 12th, 2014",Bourbon,Semi-washed / Semi-pulped,7.75,7.83,7.75,8,7.83,7.67,10,10,10,7.75,84.58,0.12,0,2,0,Bluish-Green
Arabica,Colombia,huila,various,exportadora de cafe condor s.a,exportadora de cafe condor s.a,Almacafé,m,1800 msnm,1800,1800,1800,250,70 kg,2012,"October 9th, 2012","October 9th, 2013",Caturra,Washed / Wet,7.42,7.67,7.75,7.75,8.08,7.83,10,10,10,8.08,84.58,0.11,0,6,0,Green
Arabica,Brazil,vale da grama,fazenda recreio,nucoffee,nucoffee,NUCOFFEE,m,1300m,1300,1300,1300,37,60 kg,2011,"December 23rd, 2011","December 22nd, 2012",Bourbon,Semi-washed / Semi-pulped,8,8,7.75,7.75,7.58,7.75,10,10,10,7.75,84.58,0.12,0,2,0,Green
Arabica,Brazil,mountains of minas gerais,fazenda vista alegre,nucoffee,nucoffee,NUCOFFEE,m,1100m,1100,1100,1100,35,60 kg,2011,"December 3rd, 2011","December 2nd, 2012",Catuai,Semi-washed / Semi-pulped,8.5,8,7.5,7.75,7.5,7.83,10,10,10,7.5,84.58,0.11,0,1,0,Blue-Green
Arabica,Costa Rica,valle central,NA,max gurdian,beneficios volcafé costa rica,Specialty Coffee Association of Costa Rica,m,1200,1200,1200,1200,275,18975 kg,2017 / 2018,"November 28th, 2017","November 28th, 2018",Caturra,Washed / Wet,7.92,7.67,7.92,7.75,7.67,7.58,10,10,10,8,84.5,0.1,0,2,0,Bluish-Green
Arabica,Uganda,eastern uganda,kawacom sipi project,ecom japan limited,kawacom uganda ltd,Uganda Coffee Development Authority,m,1750,1750,1750,1750,200,12000 kg,2016,"March 14th, 2017","March 14th, 2018",SL14,Washed / Wet,7.92,7.75,7.67,7.75,7.83,7.75,10,10,10,7.83,84.5,0.11,0,1,0,Green
Arabica,China,yunnan,menglian ban’an coffee processing factory,yunnan coffee exchange,yunnan coffee exchange,Yunnan Coffee Exchange,m,1680,1680,1680,1680,3,60 kg,2015,"April 6th, 2016","April 6th, 2017",Catimor,Washed / Wet,7.75,7.92,7.67,7.83,7.75,7.67,10,10,10,7.92,84.5,0.1,0,1,0,Green
Arabica,Costa Rica,tarrazu,coopetarrazú,fabian calderon mora,coopetarrazú.r.l,Specialty Coffee Association of Costa Rica,m,1700,1700,1700,1700,250,1 lbs,2014,"July 6th, 2015","July 5th, 2016",Caturra,Washed / Wet,7.92,7.83,7.83,7.83,7.58,7.58,10,10,10,7.92,84.5,0.11,0,0,0,Green
Arabica,Colombia,cauca,NA,federacion nacional de cafeteros,federacion nacional de cafeteros,Almacafé,m,1800,1800,1800,1800,275,2 kg,2015/2016,"June 5th, 2015","June 4th, 2016",Other,Washed / Wet,8.08,7.67,7.83,7.83,7.67,7.67,10,10,10,7.75,84.5,0.12,1,0,0,Green
Arabica,China,yunnan,"puer jiangcheng fuwang coffee biotechnology co., ltd",eric wu,"puer jiangcheng fuwang coffee biotechnology co., ltd",Specialty Coffee Association,m,above 1100m,1100,1100,1100,1,2 kg,2013,"June 16th, 2014","June 16th, 2015",Other,Washed / Wet,7.67,8,7.75,7.83,7.75,7.58,10,10,10,7.92,84.5,0,0,2,0,Green
Arabica,Guatemala,oriente,el sacramento,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,ft,4300,1310.64,1310.64,1310.64,250,69 kg,2013,"February 26th, 2013","February 26th, 2014",Bourbon,Washed / Wet,8.17,7.83,7.67,7.83,7.67,7.83,10,10,10,7.5,84.5,0.11,0,2,0,Green
Arabica,Kenya,nyeri,rumukia farmers,dream together,dream together co. ltd,Specialty Coffee Institute of Asia,m,2000 m,2000,2000,2000,235,60 kg,2012,"September 16th, 2012","September 16th, 2013",SL28,Washed / Wet,7.92,7.83,7.67,8,7.67,7.75,10,10,10,7.67,84.5,0.11,0,0,0,Blue-Green
Arabica,Mexico,hustusco,la barranca,maria imelda uscanga martinez,NA,AMECAFE,m,1350,1350,1350,1350,56,1 kg,2012,"July 11th, 2012","July 11th, 2013",Typica,Washed / Wet,8,7.92,7.42,8.08,7.5,7.67,10,10,10,7.92,84.5,0.12,0,0,0,Green
